ticker,company_name,event_date,cluster_start,cluster_end,n_unique_insiders,n_transactions,insider_names,total_value,avg_price,first_trade_date,last_trade_date,first_filing_date,last_filing_date
FMBM,F&m Bank Corp,2018-03-22 15:31:47,2018-03-01,2018-03-22,5,5,Caplinger Larry A; Comer Carrie A; Hanna Mark Christopher; Hayslett Neil W; Shillingburg Stephanie E,2660,34.44,2018-03-01,2018-03-22,2018-03-01 14:03:14,2018-03-22 15:31:47
KINS,"Kingstone Companies, Inc.",2018-03-22 15:32:33,2018-03-19,2018-03-21,5,6,D'Andre Carla; Goldstein Barry; Thatcher Dale A; Tupper Floyd R; Yankus William L,624200,15.898333333333335,2018-03-19,2018-03-21,2018-03-20 15:31:14,2018-03-22 15:32:33
PLYM,Plymouth Industrial Reit Inc.,2018-03-22 16:24:14,2018-03-13,2018-03-21,3,5,White Pendleton P; Witherell Jeffrey E; Wright Daniel C,33438,17.488,2018-03-13,2018-03-21,2018-03-15 11:58:12,2018-03-22 16:24:14
WOW,"Wideopenwest, Inc.",2018-03-22 18:19:53,2018-03-19,2018-03-20,3,3,"Crestview Partners III Gp, L.P.; Elder Teresa L; McGee Nancy A",10630473,7.3133333333333335,2018-03-19,2018-03-20,2018-03-21 16:07:50,2018-03-22 18:19:53
ATNX,"Athenex, Inc.",2018-03-26 16:36:30,2018-03-26,2018-03-26,4,4,Kwan Rudolf; Lau Johnson Yiu Nam; Wu Jinn; Yordon Jeffrey,433850,14.690000000000001,2018-03-26,2018-03-26,2018-03-26 16:30:03,2018-03-26 16:36:30
LJPC,La Jolla Pharmaceutical Co,2018-03-26 16:59:01,2018-02-13,2018-03-15,3,6,Carver Jennifer; Perceptive Advisors LLC; Tang Kevin C,44231235,31.113333333333333,2018-02-13,2018-03-15,2018-02-15 16:17:25,2018-03-26 16:59:01
ODT,"Odonate Therapeutics, Inc.",2018-03-26 18:59:37,2018-02-20,2018-03-22,3,4,"Boxer Capital, LLC; Davis Aaron I.; Tang Kevin C",5993299,25.012500000000003,2018-02-20,2018-03-22,2018-02-22 18:17:51,2018-03-26 18:59:37
ERIE,Erie Indemnity Co,2018-03-27 09:11:47,2018-02-27,2018-03-26,3,5,Datesh Luann; Hudson Brian Arden Sr.; Necastro Timothy G,227505,116.828,2018-02-27,2018-03-26,2018-02-27 15:41:54,2018-03-27 09:11:47
SYBT,"Stock Yards Bancorp, Inc.",2018-03-27 09:19:03,2018-02-23,2018-03-23,8,18,Bickel Paul J III; Brown J McCauley; Edinger Charles R III; Heitzman Donna L; Herde Carl G; Northern Richard; Priebe Stephen M; Tasman Norman,210822,35.440555555555555,2018-02-23,2018-03-23,2018-02-27 08:11:54,2018-03-27 09:19:03
PQG,Pq Group Holdings Inc.,2018-03-27 16:21:44,2018-03-23,2018-03-23,5,5,Craighead Martin S; Gentilcore James; Ginns Jonny; Taylor David James; Vann Kyle D,909472,14.38,2018-03-23,2018-03-23,2018-03-27 16:20:03,2018-03-27 16:21:44
CLNS,"Colony Northstar, Inc.",2018-03-27 16:30:41,2018-03-05,2018-03-23,5,5,Fosheim Jon A; Metz Justin; Schoenherr Charles W; Somers John A.; Steffens John,257324,5.838,2018-03-05,2018-03-23,2018-03-07 18:00:37,2018-03-27 16:30:41
SLB,Schlumberger Limited/nv,2018-03-28 16:52:15,2018-03-26,2018-03-28,3,3,Al Mogharbel Khaled; Kibsgaard Paal; Schorn Patrick,1163650,64.59000000000002,2018-03-26,2018-03-28,2018-03-26 18:43:34,2018-03-28 16:52:15
OPBK,Op Bancorp,2018-03-29 12:30:25,2018-03-29,2018-03-29,9,9,Choi Brian; Dow Ernest; Hwang Jason; Jung Soo Hun; Kim Min; Kim Ock Hee; Oh Christine Yoon; Park Myung; Shin Yong Sin,935000,11.0,2018-03-29,2018-03-29,2018-03-29 12:21:51,2018-03-29 12:30:25
GIFI,Gulf Island Fabrication Inc,2018-03-29 15:52:18,2018-03-01,2018-03-29,3,3,Ladd Todd F.; Meche Kirk J; Schorlemer David Scott,74240,7.96,2018-03-01,2018-03-29,2018-03-01 11:16:24,2018-03-29 15:52:18
FRAF,Franklin Financial Services Corp /pa/,2018-03-30 16:22:34,2018-03-14,2018-03-28,4,5,Carmack Karen K; Cekovich Ronald L; Duffey Gregory A; Hanks Patricia A,1293,36.510000000000005,2018-03-14,2018-03-28,2018-03-16 16:23:57,2018-03-30 16:22:34
FPI,Farmland Partners Inc.,2018-03-30 16:25:40,2018-03-06,2018-03-29,3,11,Bartels Jay; Glauber Joseph W; Pittman Paul A,113407,9.794545454545455,2018-03-06,2018-03-29,2018-03-08 16:11:23,2018-03-30 16:25:40
MMAC,"Mma Capital Management, LLC",2018-03-30 19:08:51,2018-03-09,2018-03-28,3,5,Gallagher Francis X Jr; Hunt James Christopher; Roberts Lisa Marie,4320125,28.348000000000003,2018-03-09,2018-03-28,2018-03-09 09:36:11,2018-03-30 19:08:51
MPB,Mid Penn Bancorp Inc,2018-04-02 15:51:03,2018-03-30,2018-03-30,10,10,Abel Robert A; Boyer Steven T; De Soto Matthew G; Grubic Robert C; Kerwin Gregory M; Klinger Robert E; Moisey Robert J; Mowery Theodore W; Noone John E; Quandel Noble C Jr,29968,31.95,2018-03-30,2018-03-30,2018-04-02 14:46:00,2018-04-02 15:51:03
COLD,Americold Realty Trust,2018-04-02 21:01:09,2018-01-19,2018-01-23,5,5,"Goldman Sachs Group Inc; Gross Bradley J.; Gs Advisors Vi, L.L.C.; Heistand James R; Patterson Mark R",7125000,16.839999999999996,2018-01-19,2018-01-23,2018-01-25 21:34:36,2018-04-02 21:01:09
ISBA,Isabella Bank Corp,2018-04-03 21:10:56,2018-03-01,2018-03-30,11,13,Barnes Jeffrey J; Bourland Jill; Hubscher G Charles; Kleinhardt Thomas L; Laframboise Joseph; Maness David J; Manifold W Joseph; McGuire W Michael; Opperman Sarah R; Schwind Jerome E; Varner Gregory V,79938,26.88615384615385,2018-03-01,2018-03-30,2018-03-05 10:17:00,2018-04-03 21:10:56
TIF,Tiffany & Co,2018-04-04 16:17:37,2018-03-20,2018-04-02,3,7,Farah Roger N; Lillie James E; Trapani Francesco,8677350,96.99142857142856,2018-03-20,2018-04-02,2018-03-22 17:12:08,2018-04-04 16:17:37
FIXX,"Homology Medicines, Inc.",2018-04-04 20:56:23,2018-04-02,2018-04-02,4,4,"Flynn James E; Rock Springs Capital Management LP; Temasek Holdings (Private) Ltd; Vida Ventures, LLC",40000000,16.0,2018-04-02,2018-04-02,2018-04-04 13:33:53,2018-04-04 20:56:23
MYOV,Myovant Sciences Ltd.,2018-04-05 06:02:50,2018-03-19,2018-04-02,9,9,Dexxon Holdings Ltd.; Lo Andrew; Machado Patrick; Qvt Associates Gp LLC; Roivant Sciences Ltd.; Svf Investments (Uk) Ltd; Takeda Pharmaceuticals International AG; Viking Global Investors LP; Viking Global Performance LLC,318543101,20.092222222222222,2018-03-19,2018-04-02,2018-03-21 21:42:49,2018-04-05 06:02:50
STON,Stonemor Partners LP,2018-04-05 06:05:12,2018-03-29,2018-04-02,3,5,"Lautman Martin R; Oaktree Capital Management LP; Oaktree Value Equity Holdings, L.P.",2115189,6.09,2018-03-29,2018-04-02,2018-04-02 20:03:48,2018-04-05 06:05:12
UMRX,Unum Therapeutics Inc.,2018-04-05 12:27:23,2018-04-03,2018-04-03,4,4,"Atlas Venture Fund Ix, L.P.; Booth Bruce; Fmr LLC; Ratcliffe Liam",9985872,12.0,2018-04-03,2018-04-03,2018-04-03 16:30:27,2018-04-05 12:27:23
GNPX,"Genprex, Inc.",2018-04-05 16:57:47,2018-03-29,2018-03-29,3,3,Nance Christy M.; Roth Jack A; Varner John Rodney,500000,5.0,2018-03-29,2018-03-29,2018-04-05 16:46:52,2018-04-05 16:57:47
ELOX,"Eloxx Pharmaceuticals, Inc.",2018-04-05 18:08:59,2018-03-21,2018-04-03,7,9,Avnur Zafrira; Kariv Tomer; Nussbaum Ran; Pontifax Management 4 G.P. (2015) Ltd.; Shabtai Gilad; Ward Robert; Weaver Gregory L,564814,8.55777777777778,2018-03-21,2018-04-03,2018-03-22 19:18:04,2018-04-05 18:08:59
ACRS,"Aclaris Therapeutics, Inc.",2018-04-09 16:51:51,2018-04-05,2018-04-06,3,3,Ruffo Frank; Tullman Stephen A.; Walker Neal,629856,16.626666666666665,2018-04-05,2018-04-06,2018-04-09 08:38:48,2018-04-09 16:51:51
ICPT,Intercept Pharmaceuticals Inc,2018-04-09 19:37:17,2018-04-09,2018-04-09,5,5,Bradbury Daniel; Genextra S.P.A.; Gottesdiener Keith Michael; Micheli Francesco; Pruzanski Mark,51074880,64.0,2018-04-09,2018-04-09,2018-04-09 17:19:51,2018-04-09 19:37:17
TEX,Terex Corp,2018-04-10 15:22:45,2018-03-23,2018-04-09,4,4,Barr Kevin A; Henry Brian J; Sachs David A; Sheehan John D,399118,36.67,2018-03-23,2018-04-09,2018-03-27 15:36:45,2018-04-10 15:22:45
SONA,Southern National Bancorp of Virginia Inc,2018-04-10 16:33:30,2018-02-26,2018-03-19,5,7,Biagas John Fitzgerald; Clagett Robert Yates; Derrico Georgia S; Johnson Eric Alan; Kabbash Charles A,316920,13.684285714285716,2018-02-26,2018-03-19,2018-02-28 14:35:38,2018-04-10 16:33:30
CNBKA,Century Bancorp Inc,2018-04-13 16:30:16,2018-03-12,2018-04-09,3,12,Evangelista Paul A; Filler James J; Sloane Barry R,281885,105.77666666666664,2018-03-12,2018-04-09,2018-03-14 10:49:50,2018-04-13 16:30:16
AUBN,"Auburn National Bancorporation, Inc",2018-04-16 17:40:41,2018-04-13,2018-04-13,7,7,Andrus Terry W; Barrett J Tutt; Ham William F Jr; Housel David E; Johnson William Thomas; O'Donnell Shannon; Smith Charles Edward Jr,5834,38.635714285714286,2018-04-13,2018-04-13,2018-04-16 14:19:51,2018-04-16 17:40:41
YORW,York Water Co,2018-04-17 16:00:55,2018-03-20,2018-04-16,14,16,Bracey Vernon L; Cawley James H; Gang Michael W; Hand Joseph Thomas; Hines Jeffrey R; Kain George Hay III Esq; Keller Jody L; McGlaughlin Erin C; Newcomer Robert P; Poff Matthew E; Rasmussen Steven R; Snyder Mark S; Strine John H; Waters Ernest J,29135,28.835625,2018-03-20,2018-04-16,2018-03-22 08:16:29,2018-04-17 16:00:55
FFBC,First Financial Bancorp /oh/,2018-04-19 16:53:21,2018-04-17,2018-04-17,8,8,Ach J Wickliffe; Booth Cynthia O; Finnerty Corinne R; Kramer William J; Neighbours John T; Olszewski Richard E; Purkrabek Knust Susan L; Rahe Maribeth S,55774,29.05,2018-04-17,2018-04-17,2018-04-19 16:38:50,2018-04-19 16:53:21
CWGL,"Crimson Wine Group, Ltd",2018-04-20 17:45:23,2018-03-19,2018-04-18,3,10,Cumming John D.; Delong Patrick M; Steinberg Joseph S,123779,9.583000000000002,2018-03-19,2018-04-18,2018-03-20 13:55:04,2018-04-20 17:45:23
MBTF,Mbt Financial Corp,2018-04-23 15:41:05,2018-02-12,2018-03-14,3,4,Daly Joseph S; Miller Michael James; Vig Joseph S,210873,10.135,2018-02-12,2018-03-14,2018-02-13 16:59:34,2018-04-23 15:41:05
SURF,"Surface Oncology, Inc.",2018-04-23 16:48:47,2018-04-23,2018-04-23,15,15,"Atlas Venture Fund Ix, L.P.; Barrett M James; Barris Peter J; Baskett Forest; Florence Anthony A. Jr.; Grayzel David S.; Kerins Patrick J; Lv Management Group, LLC; Mott David M; New Enterprise Associates 14, L.P.; Novartis Institutes For Biomedical Research, Inc.; Sandell Scott D; Shanafelt Armen; Sonsini Peter W.; Viswanathan Ravi",42479940,15.0,2018-04-23,2018-04-23,2018-04-23 16:16:01,2018-04-23 16:48:47
DNBF,Dnb Financial Corp /pa/,2018-04-24 15:52:48,2018-04-03,2018-04-24,7,7,Barsz Peter Richard; Biery James R.; Fillippo Thomas A; Griesser Gerard F; Joyner Mildred C; Murray Charles A; Thornton James H,46564,35.464285714285715,2018-04-03,2018-04-24,2018-04-03 16:29:50,2018-04-24 15:52:48
BOTJ,Bank of the James Financial Group Inc,2018-04-25 16:52:18,2018-04-20,2018-04-24,3,4,Bryant William C III; Chapman Robert R; Foster Watt R Jr,91416,15.245,2018-04-20,2018-04-24,2018-04-23 12:49:37,2018-04-25 16:52:18
NWFL,Norwood Financial Corp,2018-04-26 14:32:43,2018-04-24,2018-04-25,3,4,Critelli Lewis J; Forte Andrew; Lamont Kevin M,58135,29.7225,2018-04-24,2018-04-25,2018-04-25 11:23:26,2018-04-26 14:32:43
FFIN,First Financial Bankshares Inc,2018-04-26 16:14:16,2017-01-03,2017-02-02,3,4,Edwards Murray Hamilton; Giddiens Ronald N; Trotter Johnny,117631,42.42,2017-01-03,2017-02-02,2017-01-31 14:47:12,2018-04-26 16:14:16
CBAN,Colony Bankcorp Inc,2018-04-30 11:38:35,2018-03-30,2018-04-26,4,5,Bagwell Lee; Hoyle M. Edward Jr.; Northcutt Lee A; Ross Robert Sidney,2053,16.363999999999997,2018-03-30,2018-04-26,2018-04-05 11:40:01,2018-04-30 11:38:35
ACNB,Acnb Corp,2018-04-30 13:18:42,2018-04-27,2018-04-27,3,3,Cathell David W; Elsner Frank III; Seibel Douglas A,12869,30.433333333333334,2018-04-27,2018-04-27,2018-04-30 13:11:24,2018-04-30 13:18:42
FAST,Fastenal Co,2018-05-01 15:58:55,2018-04-25,2018-04-30,3,3,Ancius Michael J; Eastman Stephen L.; Lewis Holden,107675,49.78,2018-04-25,2018-04-30,2018-04-27 11:32:33,2018-05-01 15:58:55
AXE,Anixter International Inc,2018-05-01 17:15:57,2018-04-30,2018-05-01,4,4,Brace Frederic F; Choi Justin C; Dosch Ted A; Klein Melvyn N,522294,59.92249999999999,2018-04-30,2018-05-01,2018-04-30 17:14:32,2018-05-01 17:15:57
FMBM,F&m Bank Corp,2018-05-02 11:01:04,2018-04-02,2018-05-02,4,8,Comer Carrie A; Hanna Mark Christopher; Hayslett Neil W; Shillingburg Stephanie E,37800,35.15,2018-04-02,2018-05-02,2018-04-03 17:12:04,2018-05-02 11:01:04
OTEL,Otelco Inc.,2018-05-02 14:04:39,2018-03-13,2018-04-02,5,6,Frost Norman C; Haug Howard James; McCall Stephen Phillip; Ross Brian A; Sugarman Gary L,48088,15.01,2018-03-13,2018-04-02,2018-03-15 06:11:46,2018-05-02 14:04:39
RDN,Radian Group Inc,2018-05-02 17:05:22,2018-04-30,2018-05-02,4,4,Brummer Derek; Hall J Franklin; Thornberry Richard G; Wender Herbert,728807,14.889999999999999,2018-04-30,2018-05-02,2018-04-30 16:14:38,2018-05-02 17:05:22
FMNB,Farmers National Banc Corp /oh/,2018-05-03 09:14:59,2018-04-02,2018-05-01,8,16,Culp Carl D; Helmick Kevin J; Moore Terry A; Muransky Edward; Sabat Joseph W; Shaffer Timothy F; Strollo Gregg; Wallace Amber B,21345,14.379999999999999,2018-04-02,2018-05-01,2018-04-04 09:17:33,2018-05-03 09:14:59
RGCO,Rgc Resources Inc,2018-05-03 10:37:49,2018-04-02,2018-05-01,4,8,Agee Nancy H; D Orazio John S; Nester Paul W; Smoot Raymond D Jr,10266,25.475,2018-04-02,2018-05-01,2018-04-03 09:47:26,2018-05-03 10:37:49
CLDB,Cortland Bancorp Inc,2018-05-03 12:52:57,2018-04-05,2018-05-03,8,16,Cole David C; Hoffman James E III; Kaback Neil J; Koch Joseph E; Langhenry Joseph P; Thompson Richard B; Vross Anthony R; Woofter Timothy K,15000,22.6,2018-04-05,2018-05-03,2018-04-05 16:17:04,2018-05-03 12:52:57
KN,Knowles Corp,2018-05-03 16:14:13,2018-04-02,2018-05-01,3,4,Hirsch Didier; Niew Jeffrey; Polacek Michael S.,149131,12.555,2018-04-02,2018-05-01,2018-04-02 21:24:05,2018-05-03 16:14:13
ISBA,Isabella Bank Corp,2018-05-03 19:34:55,2018-05-01,2018-05-02,3,3,Evans Jae A; Opperman Sarah R; Schwind Jerome E,7011,26.55,2018-05-01,2018-05-02,2018-05-03 16:52:12,2018-05-03 19:34:55
UBOH,United Bancshares Inc/oh,2018-05-04 13:34:59,2018-05-03,2018-05-03,3,3,Lucke Daniel J; Oatman Heather Marie; Young Brian D,40916,21.77,2018-05-03,2018-05-03,2018-05-04 13:11:30,2018-05-04 13:34:59
JOE,St Joe Co,2018-05-04 16:55:08,2018-04-27,2018-05-02,4,4,Bakun Marek; Borick Kenneth; Frank Howard S; Gonzalez Jorge Luis,251283,17.015,2018-04-27,2018-05-02,2018-05-01 09:17:26,2018-05-04 16:55:08
ED,Consolidated Edison Inc,2018-05-04 16:58:40,2018-03-31,2018-04-30,10,18,Cawley Timothy; Hoglund Robert N; McAvoy John; Moore Elizabeth D; Muccilo Robert; Nadkarni Gurudatta D; Oates Joseph P; Resheske Frances; Sanchez Robert; Shukla Saumil P,60464,77.02777777777779,2018-03-31,2018-04-30,2018-04-05 17:16:57,2018-05-04 16:58:40
BKSC,Bank of South Carolina Corp,2018-05-08 10:34:20,2018-05-03,2018-05-07,4,8,Hassell Fleetwood S; Sass Douglas H; Sharry Sheryl G; Walpole Eugene H IV,165564,20.635,2018-05-03,2018-05-07,2018-05-04 16:00:19,2018-05-08 10:34:20
TEX,Terex Corp,2018-05-09 14:22:23,2018-05-07,2018-05-08,3,3,Barr Kevin A; Henry Brian J; Sheehan John D,15270,40.74666666666666,2018-05-07,2018-05-08,2018-05-09 14:21:03,2018-05-09 14:22:23
SIEN,"Sientra, Inc.",2018-05-09 17:20:20,2018-05-07,2018-05-07,8,8,Abingworth LLP; Greer R Scott; Haines Timothy; Nugent Jeffrey M; Oboyle Kevin C; Schaison Philippe; Sullivan Keith J; Williams Patrick F.,8175008,13.5,2018-05-07,2018-05-07,2018-05-09 16:55:20,2018-05-09 17:20:20
INSP,"Inspire Medical Systems, Inc.",2018-05-09 21:46:27,2018-05-07,2018-05-07,12,12,"Amzak Health Investors, LLC; Ban Randy; Buchholz Richard; Erony Joyce; Herbert Timothy P.; Jandrich Steven; Khuong Chau Quang; McCormick Shawn; Mead Dana G Jr.; Nelson Marilyn C; Orbimed Advisors LLC; Tansey Casey M",18496800,16.0,2018-05-07,2018-05-07,2018-05-09 20:40:12,2018-05-09 21:46:27
ISTR,Investar Holding Corp,2018-05-10 16:06:42,2018-04-30,2018-05-10,3,4,D'Angelo John J; Lukinovich David J; Nelson Andrew C,105606,25.65,2018-04-30,2018-05-10,2018-04-30 15:35:17,2018-05-10 16:06:42
OBNK,"Origin Bancorp, Inc.",2018-05-10 17:12:11,2018-05-10,2018-05-10,12,12,Brolly Stephen H; Dagostino James Samuel Jr; Davison James E Jr; Hall Martin Lance; Jones Michael Aubrey; Luffey Gary E.; Malone Farrell J.; Mills Drake D.; Myrick Fred Ronnie; Snellings George M. IV; Solender Elizabeth E.; Taylor Steven Lewis,2879426,34.0,2018-05-10,2018-05-10,2018-05-10 17:03:50,2018-05-10 17:12:11
VSTO,Vista Outdoor Inc.,2018-05-10 18:02:34,2018-05-04,2018-05-08,4,4,Lopez Miguel A; McArthur Gary L; Metz Christopher T; Tarola Robert M,724152,13.3925,2018-05-04,2018-05-08,2018-05-08 06:04:51,2018-05-10 18:02:34
TUP,Tupperware Brands Corp,2018-05-11 16:17:21,2018-04-12,2018-05-11,5,5,Cloninger Kriss III; Garcia Lillian D; Monteiro De Castro Antonio; Parker David R; Szostak M Anne,737752,42.688,2018-04-12,2018-05-11,2018-04-16 11:30:55,2018-05-11 16:17:21
CUTR,Cutera Inc,2018-05-11 16:30:23,2018-05-11,2018-05-11,3,3,Barrett Gregory A; Finney Elisha W; Reinstein James A.,372251,36.04333333333333,2018-05-11,2018-05-11,2018-05-11 16:23:27,2018-05-11 16:30:23
EQH,"Axa Equitable Holdings, Inc.",2018-05-11 16:53:53,2018-05-10,2018-05-10,7,7,Bernstein Seth P; Kaye Daniel G; Malmstrom Anders; Oliveira Ramon De; Pearson Mark; Stonehill Charles G.T.; Winikoff Brian,440000,20.0,2018-05-10,2018-05-10,2018-05-11 16:42:44,2018-05-11 16:53:53
DFRG,"Del Frisco'S Restaurant Group, Inc.",2018-05-14 15:32:44,2018-05-09,2018-05-14,5,5,Abdallah Norman J; Barr David B; Carter Ian Russell; Salas Juan; Thomson Neil H,514200,15.392,2018-05-09,2018-05-14,2018-05-09 14:52:58,2018-05-14 15:32:44
TRCB,Two River Bancorp,2018-05-14 16:39:59,2018-04-23,2018-05-11,3,3,Bollerman James M.; Gregory Robert E; Moss William D,69906,17.046666666666667,2018-04-23,2018-05-11,2018-04-25 11:09:44,2018-05-14 16:39:59
GOOD,Gladstone Commercial Corp,2018-05-15 09:27:32,2018-05-04,2018-05-11,3,4,Beckhorn Jay; Cutlip Robert G; Sodo Michael,64711,18.2925,2018-05-04,2018-05-11,2018-05-07 14:17:23,2018-05-15 09:27:32
PM,Philip Morris International Inc.,2018-05-15 15:54:02,2018-04-25,2018-05-11,4,4,Geissler Werner; Li Jennifer; Whitson Jerry; Zielinski Miroslaw,7960000,81.765,2018-04-25,2018-05-11,2018-04-25 15:33:38,2018-05-15 15:54:02
HII,"Huntington Ingalls Industries, Inc.",2018-05-15 17:15:31,2018-05-07,2018-05-14,3,3,Bilden Philip M.; Green Edgar A III; Wilson Stephen R,535905,217.59666666666666,2018-05-07,2018-05-14,2018-05-09 18:01:56,2018-05-15 17:15:31
ARNC,Arconic Inc.,2018-05-15 21:51:06,2018-05-03,2018-05-15,3,3,"Elliott Associates, L.P.; Elliott International, L.P.; Schmidt Ulrich",14402300,17.55666666666667,2018-05-03,2018-05-15,2018-05-07 14:26:16,2018-05-15 21:51:06
MNR,Monmouth Real Estate Investment Corp,2018-05-16 11:38:36,2018-04-16,2018-05-15,3,6,Landy Eugene W; Landy Michael P; Miller Kevin S.,34996,14.824999999999998,2018-04-16,2018-05-15,2018-04-17 11:31:23,2018-05-16 11:38:36
CRBP,"Corbus Pharmaceuticals Holdings, Inc.",2018-05-16 13:16:18,2018-05-14,2018-05-15,4,4,Cohen Yuval; Hochman David P; Moran Sean F.; White Barbara,75720,5.742500000000001,2018-05-14,2018-05-15,2018-05-15 10:58:23,2018-05-16 13:16:18
STXB,"Spirit of Texas Bancshares, Inc.",2018-05-16 14:00:34,2018-05-04,2018-05-08,7,9,"Bass Dean O.; Beall Robert S; Golemon Jerry D.; McGuire David M; Metcalf, III Leo T.; Patel Akash J.; Powell Jeffrey A",581260,21.333333333333332,2018-05-04,2018-05-08,2018-05-08 15:09:43,2018-05-16 14:00:34
CART,"Carolina Trust Bancshares, Inc.",2018-05-16 14:43:47,2018-04-23,2018-05-15,7,8,Davis Scott C; Laws Edwin E II; Ocheltree Jerry L; Rager Richard M; Rhyne Johnathan L Jr; Strayhorn Ralph N III; Watson Jim R,399282,8.01,2018-04-23,2018-05-15,2018-04-25 17:15:59,2018-05-16 14:43:47
COMM,"Commscope Holding Company, Inc.",2018-05-16 16:12:01,2018-05-04,2018-05-14,9,9,Adams Austin A; Granow Robert W; Karlsson Peter U; Kurk Morgan C S; Maguire Joanne M; Mingle Robyn T; Pease Alexander W; Wyatt Frank B II; Yates Timothy T,1337575,28.96111111111111,2018-05-04,2018-05-14,2018-05-07 16:41:23,2018-05-16 16:12:01
GTT,"Gtt Communications, Inc.",2018-05-16 16:34:16,2018-05-08,2018-05-16,4,4,Adamo Nicola; Satin Elizabeth; Smith Theodore B. III; Thompson H Brian,525694,51.59,2018-05-08,2018-05-16,2018-05-09 16:00:14,2018-05-16 16:34:16
SAFE,"Safety, Income & Growth, Inc.",2018-05-16 17:05:29,2018-04-27,2018-05-15,4,8,Alvarado Marcos; Matis Nina; Nydick Jay S; Sugarman Jay,1343585,18.0075,2018-04-27,2018-05-15,2018-05-01 18:31:44,2018-05-16 17:05:29
CLBK,"Columbia Financial, Inc.",2018-05-17 14:48:22,2018-04-19,2018-05-15,14,20,"Allen, Jr. Edward Thomas; Czerwinski Frank; Gibney Dennis E.; Hallock Raymond G.; Holland Noel R.; Kelly Geri M.; Kemly Thomas J.; Klimowich John; Krukar Mark S.; Kuiken Henry; Massood Michael Jr.; Murphy Brian William; Randall Elizabeth E.; Van Dyk Robert",5717099,11.7105,2018-04-19,2018-05-15,2018-04-23 15:15:18,2018-05-17 14:48:22
LADR,Ladder Capital Corp,2018-05-17 16:32:35,2018-05-07,2018-05-16,3,3,Fishman Alan H; Harney Thomas; McCormack Pamela,452004,14.74,2018-05-07,2018-05-16,2018-05-08 17:00:54,2018-05-17 16:32:35
HWBK,"Hawthorn Bancshares, Inc.",2018-05-17 17:49:54,2018-05-17,2018-05-17,5,5,Bruegenhemke Kathleen L; Burkhead Frank E.; Freeman Philip D; Riley Kevin L; Turner David T,47124,22.0,2018-05-17,2018-05-17,2018-05-17 17:11:37,2018-05-17 17:49:54
SYBT,"Stock Yards Bancorp, Inc.",2018-05-18 13:55:13,2018-04-27,2018-05-17,8,16,Bickel Paul J III; Brown J McCauley; Edinger Charles R III; Heitzman Donna L; Herde Carl G; Northern Richard; Priebe Stephen M; Tasman Norman,55099,38.974999999999994,2018-04-27,2018-05-17,2018-05-01 13:35:39,2018-05-18 13:55:13
GABC,"German American Bancorp, Inc.",2018-05-18 14:26:44,2018-04-15,2018-05-15,7,14,Bawel Douglas A; Ernst Christina M; Klem U Butch; Ramsey Chris A; Seger Thomas W; Snowden Raymond Ward; Voyles Michael J,23250,34.85000000000001,2018-04-15,2018-05-15,2018-04-19 15:24:57,2018-05-18 14:26:44
FNB,Fnb Corp/pa/,2018-05-18 14:39:36,2018-05-11,2018-05-17,15,17,Bena Pamela A; Campbell William B; Chiafullo James D; Delie Vincent J Jr; Dively Mary Jo; Gurgovits Stephen J; Hormell Robert A; Malone David J; Martz D Stephen; McCarthy Robert J Jr; Mencini Frank C; Motley David L; Nicholas Heidi A; Stanik John S; Strimbu William J,810558,13.512941176470589,2018-05-11,2018-05-17,2018-05-14 12:20:47,2018-05-18 14:39:36
FRAF,Franklin Financial Services Corp /pa/,2018-05-18 15:54:06,2018-04-18,2018-05-16,6,10,Carmack Karen K; Cekovich Ronald L; Duffey Gregory A; Fisher Daniel J; Hanks Patricia A; Kerlin Stanley J,48166,35.935,2018-04-18,2018-05-16,2018-04-20 16:57:53,2018-05-18 15:54:06
CODI,Compass Diversified Holdings,2018-05-18 16:04:19,2018-05-07,2018-05-16,3,5,Anholt Investments Ltd.; Ewing D Eugene; Sabo Elias,6450856,18.851999999999997,2018-05-07,2018-05-16,2018-05-09 15:59:02,2018-05-18 16:04:19
